Status,Property SubType,Address,List Price,Cross street,Beds,Full baths,Half baths,Living area (ft²),Price / ft²,Year Built,Close Date,Close Price,Availability date,Garage spaces,Zip code,Lot size acres,Original list Price,Contract Date,Sold Price / ft²
"Sold","Detached","17 Heather Avenue","$2,575,000","","4","3","0","2,874","$895","1950","09/04/2024","$2,575,000","","3","94118","0","","08/22/2024","$895"
"Sold","Single Family Home","231 8th Avenue","$3,865,000","","5","4","1","5,358","$721","1911","10/02/2024","$3,865,000","","2","94118","0","$4,295,000","09/18/2024","$721"
"Canceled","Single Family Home","215 3rd Avenue","$5,500,000","","5","5","","4,415","$1,245","1900","","","","1","94118","0","$5,500,000","","$1,245"
"Sold Off MLS","Single Family Residence","30 Commonwealth Ave","$3,725,000","California","4","3","0","2,768","$1,345","1900","07/01/2024","$3,725,000","","0","94118","0","$3,500,000","06/17/2024","$1,345"
"Closed","Single Family Residence","624 Euclid Ave","$6,370,000","Jordan","5","3","1","4,979","$1,279","1911","06/07/2024","$6,370,000","","1","94118","0","$5,795,000","05/29/2024","$1,279"
"Closed","Single Family Residence","4645 California St","$3,000,000","9th Avenue","4","3","0","2,332","$1,286","1910","07/31/2024","$3,000,000","","2","94118","0","$3,150,000","07/01/2024","$1,286"
"Closed","Single Family Residence","138 Parker Ave","$4,700,000","Euclid","4","4","1","3,465","$1,356","1914","08/15/2024","$4,700,000","","2","94118","0","$4,350,000","08/05/2024","$1,356"
"Closed","Single Family Residence","683 Spruce St","$2,400,000","Geary","4","3","0","2,100","$1,142","0","07/08/2024","$2,400,000","","0","94118","0","$2,495,000","06/13/2024","$1,142"
"Canceled","Single Family Home","231 8th Avenue","$4,600,000","","5","4","1","4,439","$1,036","1911","","","","2","94118","0","$4,600,000","","$1,036"
"Closed","Single Family Residence","186 Collins St","$3,500,000","Euclid","4","3","1","2,790","$1,254","1915","05/29/2024","$3,500,000","","1","94118","0","$3,695,000","05/12/2024","$1,254"
"Closed","Single Family Residence","644 Spruce St","$2,925,000","Euclid","4","3","1","3,409","$858","2006","06/14/2024","$2,925,000","","0","94118","0","$2,950,000","05/25/2024","$858"
"Duplicate Canceled","Single Family Residence","152 4th Ave","$4,295,000","Lake street","5","4","1","3,802","$1,129","0","","","","1","94118","0","$4,500,000","","$1,129"
"Closed","Single Family Residence","264 3rd Ave","$2,700,000","Clement St","3","2","0","2,050","$1,317","1903","04/04/2024","$2,700,000","","0","94118","0","$1,995,000","03/07/2024","$1,317"
"Closed","Single Family Residence","157 Commonwealth Ave","$5,500,000","Euclid Avenue","6","4","1","6,210","$885","1916","03/07/2024","$5,500,000","","0","94118","0","$5,500,000","02/19/2024","$885"
"Canceled","Single Family Home","20 Blake Street","$1,488,888","","6","3","","2,712","$549","1951","","","","2","94118","0","$1,600,000","","$549"
"Expired","Single Family Residence","152 4th Ave","$4,950,000","Lake Street","5","4","1","3,802","$1,301","0","","","","0","94118","0","$4,950,000","","$1,301"
"Closed","Single Family Residence","342 Cherry St","$3,400,000","Sacramento","3","2","1","2,200","$1,545","1915","02/29/2024","$3,400,000","","0","94118","0","$3,700,000","01/31/2024","$1,545"
"Closed","Single Family Residence","2972 Bush Street","$1,350,000","","6","4","0","3,890","$347","1900","02/24/2023","$1,350,000","","0","94115","0","$1,550,000","01/30/2023","$347"
"Closed","Single Family Residence","318 12th Ave","$2,700,000","Clement","3","2","1","2,825","$955","1906","11/13/2023","$2,700,000","","0","94118","0","$1,995,000","11/06/2023","$955"
"Closed","Single Family Residence","137 11th Ave","$2,020,000","Lake Street","4","2","0","2,070","$975","1907","11/16/2023","$2,020,000","","0","94118","0","$1,695,000","11/08/2023","$975"
"Canceled","Single Family Residence","152 4th Ave","$4,950,000","Lake Street","5","4","1","3,802","$1,301","0","","","","0","94118","0","$4,950,000","","$1,301"
"Closed","Single Family Residence","141 Jordan Ave","$6,400,000","Euclid","5","4","2","4,392","$1,457","1914","12/04/2023","$6,400,000","","0","94118","0","$6,850,000","11/01/2023","$1,457"
"Sold","Single Family Home","65 Parker Avenue","$6,775,000","","4","4","1","4,500","$1,505","1912","09/14/2023","$6,775,000","","2","94118","0","$6,775,000","08/23/2023","$1,505"
"Closed","Single Family Residence","240 9th Ave","$3,800,000","California","4","3","1","3,025","$1,256","1910","08/21/2023","$3,800,000","","0","94118","0","$3,695,000","08/01/2023","$1,256"
"Duplicate Canceled","Single Family Residence","65 Parker Ave","$6,775,000","Euclid Ave","4","4","1","4,500","$1,505","1912","","","","0","94118","0","$6,775,000","08/23/2023","$1,505"
"Expired","Single Family Residence","3236 Sacramento St","$4,999,999","lyon","7","5","0","4,810","$1,039","1900","","","","0","94115","0","$4,999,999","","$1,039"
"Closed","Single Family Residence","51 Collins St","$2,595,000","Mayfair Dr.","4","2","0","2,275","$1,140","1948","07/17/2023","$2,595,000","","0","94118","0","$2,595,000","06/27/2023","$1,140"
"Canceled","Single Family Residence","157 Commonwealth Ave","$6,195,000","Euclid","6","4","1","6,210","$997","1916","","","","0","94118","0","$6,950,000","","$997"
"Expired","Single Family Residence","245 5th Ave","$1,850,000","Clement","6","6","0","3,575","$517","1900","","","","0","94118","0","$1,850,000","","$517"
"Canceled","Single Family Residence","240 9th Ave","$3,995,000","California","3","3","1","3,025","$1,320","1910","","","","0","94118","0","$3,995,000","","$1,320"
"Sold Off MLS","Single Family Residence","71 Jordan Ave","$8,950,000","Euclid","5","4","1","5,415","$1,652","1910","02/11/2022","$8,950,000","","0","94118","0","$7,800,000","01/27/2022","$1,652"
"Closed","Single Family Residence","98 Jordan Ave","$3,700,000","Euclid","5","3","1","3,900","$948","1907","09/02/2021","$3,700,000","","0","94118","0","$4,000,000","09/02/2021","$948"
"Closed","Single Family Residence","215 Cherry St","$10,395,000","Washington","6","6","1","5,205","$1,997","1906","12/29/2020","$10,395,000","","0","94118","0","$10,395,000","11/16/2020","$1,997"
"Canceled","Single Family Residence","170 10th Ave","$4,995,000","Lake Street","5","4","1","3,640","$1,372","1907","","","","0","94118","0","$4,995,000","","$1,372"
"Closed","Single Family Residence","46 Cook","$2,350,000","Geary","4","3","0","3,216","$730","1900","12/11/2020","$2,350,000","","0","94118","0","$2,790,000","11/05/2020","$730"
"Closed","Single Family Residence","184 Palm Ave","$2,725,000","Euclid Avenue","4","3","1","2,726","$999","1915","12/15/2020","$2,725,000","","0","94118","0","$2,995,000","12/02/2020","$999"
"Closed","Single Family Residence","137 3rd Ave","$4,250,000","LAKE","4","3","1","3,200","$1,328","0","10/09/2020","$4,250,000","","0","94118","","$4,399,000","09/22/2020","$1,328"
"Closed","Single Family Residence","3827 California St","$3,200,000","Jordan","5","3","1","3,909","$818","1906","08/21/2020","$3,200,000","","0","94118","0","$3,695,000","08/14/2020","$818"
"Closed","Single Family Residence","730 Euclid Ave","$6,900,000","Commonwealth","5","5","1","5,201","$1,326","1912","11/18/2020","$6,900,000","","0","94118","0","$8,495,000","11/17/2020","$1,326"
"Closed","Single Family Residence","2608 Post St","$2,475,000","Presidio Ave","3","3","0","2,152","$1,150","2012","09/10/2020","$2,475,000","","0","94115","","$2,550,000","08/23/2020","$1,150"
"Canceled","Single Family Residence","176 Collins St","$2,820,000","Geary Blvd","4","2","1","2,372","$1,188","1914","","","","0","94118","0","$2,950,000","","$1,188"
"Closed","Single Family Residence","330 3rd Ave","$3,920,000","Clement","5","4","1","3,795","$1,032","1900","09/14/2020","$3,920,000","","0","94118","0","$4,200,000","08/11/2020","$1,032"
"Closed","Single Family Residence","9 Heather Ave","$3,185,000","Mayfair Drive","4","3","0","2,645","$1,204","1950","09/22/2020","$3,185,000","","0","94118","0","$3,200,000","09/13/2020","$1,204"
"Closed","Single Family Residence","17 Commonwealth Ave","$4,900,000","California St","4","3","1","3,480","$1,408","1908","08/07/2020","$4,900,000","","0","94118","0","$4,950,000","07/31/2020","$1,408"
"Closed","Single Family Residence","416 Arguello Blvd","$2,005,000","Clement","4","2","0","2,180","$919","1912","05/12/2020","$2,005,000","","0","94118","0","$1,998,000","04/29/2020","$919"
"Closed","Single Family Residence","535 Spruce St","$2,749,000","Euclid","3","3","0","2,306","$1,192","1950","07/24/2020","$2,749,000","","0","94118","0","$2,749,000","07/13/2020","$1,192"
"Closed","Single Family Residence","524 Euclid Ave","$4,700,000","Commonwealth & Parker","5","4","1","3,838","$1,224","1910","07/10/2020","$4,700,000","","0","94118","0","$4,700,000","06/08/2020","$1,224"
"Expired","Single Family Residence","3827 California St","$3,895,000","Jordan","5","3","1","3,909","$996","1906","","","","0","94118","0","$3,895,000","","$996"
"Canceled","Single Family Residence","3880 Sacramento St","$3,995,000","Cherry","4","3","0","2,956","$1,351","1900","","","","0","94118","0","$4,395,000","","$1,351"
"Canceled","Single Family Residence","46 Cook","$2,799,000","Geary","4","3","0","3,216","$870","1900","","","","0","94118","0","$2,799,000","","$870"
"Canceled","Single Family Residence","214 9th Ave","$1,895,000","California Street","4","3","1","3,210","$590","1908","","","","0","94118","0","$1,995,000","","$590"
"Canceled","Single Family Residence","364 3rd Ave","$2,890,000","Clement","4","4","0","2,790","$1,035","1907","","","","0","94118","0","$2,890,000","","$1,035"
"Canceled","Single Family Residence","46 Cook St","$3,295,000","Geary","4","3","0","3,216","$1,024","1900","","","","0","94118","","$3,295,000","","$1,024"
"Closed","Single Family Residence","575 Laurel St","$3,051,000","Euclid","3","3","1","2,190","$1,393","1948","03/03/2020","$3,051,000","","0","94118","0","$2,500,000","02/13/2020","$1,393"
"Closed","Single Family Residence","121 Commonwealth Ave","$3,650,000","Euclid","3","3","1","3,155","$1,156","1961","12/20/2019","$3,650,000","","0","94118","0","$3,650,000","12/19/2019","$1,156"
"Closed","Single Family Residence","162 Funston Ave","$2,825,000","Lake St.","4","2","0","3,050","$926","1909","12/06/2019","$2,825,000","","0","94118","0","$3,395,000","11/12/2019","$926"
"Closed","Single Family Residence","181 8th Ave","$3,030,000","California St","3","3","1","3,464","$874","1908","11/06/2018","$3,030,000","","0","94118","0","$2,995,000","09/26/2018","$874"
"Closed","Single Family Residence","210 10th Ave","$3,200,000","California","4","4","0","2,970","$1,077","1900","10/07/2019","$3,200,000","","0","94118","0","$2,650,000","09/27/2019","$1,077"
"Canceled","Single Family Residence","55 Palm Ave","$6,295,000","Euclid","6","6","1","6,305","$998","1915","","","","0","94118","0","$6,995,000","","$998"
"Closed","Single Family Residence","67 Jordan Ave","$4,375,000","Elucid Ave","5","3","1","3,258","$1,342","1908","08/01/2019","$4,375,000","","0","94118","0","$4,250,000","07/24/2019","$1,342"
"Closed","Single Family Residence","415 Cornwall St","$1,700,000","5th ave","3","2","0","2,584","$657","1902","06/25/2019","$1,700,000","","0","94118","0","$1,695,000","06/05/2019","$657"
"Closed","Single Family Residence","318 6th Ave","$2,100,000","Clement","3","3","0","2,450","$857","1903","07/16/2019","$2,100,000","","0","94118","0","$1,998,800","06/21/2019","$857"
"Closed","Single Family Residence","145 Presidio Ave","$7,200,000","Washington","4","4","1","4,701","$1,531","1925","06/14/2019","$7,200,000","","0","94115","","$7,495,000","05/31/2019","$1,531"
"Closed","Single Family Residence","108 Palm Ave","$4,700,000","Euclid","4","4","0","3,360","$1,398","1920","05/07/2019","$4,700,000","","0","94118","0","$3,950,000","04/22/2019","$1,398"
"Closed","Single Family Residence","3953 Sacramento St","$3,200,000","Cherry","4","4","1","3,400","$941","1908","03/02/2011","$3,200,000","","0","94118","","$3,200,000","02/18/2011","$941"
"Closed","Single Family Residence","230 11th Ave","$2,905,000","California Street","3","2","1","2,620","$1,108","1911","05/14/2019","$2,905,000","","0","94118","0","$2,695,000","04/23/2019","$1,108"
"Closed","Single Family Residence","555 Laurel St","$2,925,000","Euclid","3","3","1","2,525","$1,158","1948","05/22/2019","$2,925,000","","0","94118","0","$2,850,000","05/19/2019","$1,158"
"Closed","Single Family Residence","27 Commonwealth Ave","$3,950,000","California","6","3","1","3,570","$1,106","1907","03/05/2019","$3,950,000","","0","94118","0","$4,250,000","02/08/2019","$1,106"
"Closed","Single Family Residence","254 11th Ave","$3,380,000","California St","4","3","1","2,800","$1,207","1902","04/02/2019","$3,380,000","","0","94118","0","$2,895,000","03/28/2019","$1,207"
"Closed","Single Family Residence","329 6th Ave","$2,250,000","Clement","4","3","0","2,586","$870","1903","02/07/2019","$2,250,000","","0","94118","0","$1,995,000","01/23/2019","$870"
"Canceled","Single Family Residence","27 Commonwealth Ave","$4,250,000","California","6","3","1","3,570","$1,190","1907","","","","0","94118","0","$4,250,000","","$1,190"
"Closed","Single Family Residence","126 Commonwealth Ave","$9,000,000","Euclid","5","5","1","7,245","$1,242","1907","05/18/2018","$9,000,000","","0","94118","0","$6,500,000","05/11/2018","$1,242"
"Closed","Single Family Residence","234 6th Ave","$1,575,000","Clement","3","2","1","2,350","$670","1902","02/12/2019","$1,575,000","","0","94118","0","$119,800,000","01/11/2019","$670"
"Closed","Single Family Residence","590 Spruce St","$3,150,000","Euclid","3","3","0","2,417","$1,303","1948","11/16/2018","$3,150,000","","0","94118","0","$3,050,000","11/15/2018","$1,303"
"Closed","Single Family Residence","18 Manzanita Ave","$3,750,000","Mayfair","4","3","1","2,982","$1,257","1950","08/07/2018","$3,750,000","","0","94118","0","$3,750,000","08/07/2018","$1,257"
"Closed","Single Family Residence","234 10th Ave","$2,500,000","California","3","2","1","2,271","$1,100","1900","08/15/2018","$2,500,000","","0","94118","","$1,895,000","07/25/2018","$1,100"
"Closed","Single Family Residence","275 9th Ave","$1,995,000","Clement","4","2","0","2,488","$801","1913","09/06/2018","$1,995,000","","0","94118","0","$2,300,000","09/05/2018","$801"
"Closed","Single Family Residence","146 Jordan Ave","$5,200,000","Geary","5","4","1","4,652","$1,117","1905","07/02/2018","$5,200,000","","0","94118","0","$5,000,000","07/02/2018","$1,117"
"Closed","Single Family Residence","3022 Pine St","$2,500,000","Lyon","3","3","0","2,360","$1,059","1900","07/25/2018","$2,500,000","","0","94115","0","$2,195,000","07/19/2018","$1,059"
"Closed","Single Family Residence","215 3rd Ave","$4,500,000","California","5","5","1","4,382","$1,026","0","05/23/2018","$4,500,000","","0","94118","0","$3,795,000","05/22/2018","$1,026"
"Closed","Single Family Residence","240 9th Ave","$3,700,000","California","3","2","0","2,400","$1,541","1910","03/29/2018","$3,700,000","","0","94118","0","$3,500,000","03/29/2018","$1,541"
"Closed","Single Family Residence","2950 Bush St","$2,850,000","Presidio","3","3","1","2,800","$1,017","1998","05/16/2018","$2,850,000","","0","94115","0","$2,895,000","04/26/2018","$1,017"
"Closed","Single Family Residence","255 10th Ave","$2,650,000","California","7","3","1","3,355","$789","1898","05/29/2018","$2,650,000","","0","94118","0","$2,595,000","05/25/2018","$789"
"Closed","Single Family Residence","1809 Lyon St","$4,010,000","Sacramento","3","3","1","3,070","$1,306","1900","03/02/2018","$4,010,000","","0","94115","0","$3,785,000","02/20/2018","$1,306"
"Duplicate Canceled","Single Family Residence","261 11th Ave","$3,895,000","California Street","4","3","1","3,633","$1,072","1908","","","","0","94118","0","$3,895,000","01/06/2018","$1,072"
"Closed","Single Family Residence","215 Cherry St","$8,250,000","Washington & Clay","6","6","1","5,250","$1,571","1906","01/02/2018","$8,250,000","","0","94118","0","$7,995,000","12/26/2017","$1,571"
"Closed","Single Family Residence","371 6th Ave","$1,925,000","Geary","3","3","0","2,269","$848","1906","12/20/2017","$1,925,000","","0","94118","","$1,995,000","11/10/2017","$848"
"Canceled","Single Family Residence","275 9th Ave","$1,495,000","Clement","4","2","0","2,488","$600","1913","","","","0","94118","0","$1,495,000","","$600"
"Canceled","Single Family Residence","4526 California St","$2,450,000","8th Avenue","4","2","0","2,625","$933","1911","","","","0","94118","0","$2,450,000","","$933"
"Closed","Single Family Residence","348 5th Ave","$2,750,000","Clement","5","5","0","3,274","$839","0","11/22/2017","$2,750,000","","0","94118","0","$2,468,000","11/15/2017","$839"
"Closed","Single Family Residence","35 Manzanita Ave","$3,850,000","Euclid","4","3","1","2,952","$1,304","1949","10/17/2017","$3,850,000","","0","94118","0","$3,599,000","10/17/2017","$1,304"
"Canceled","Single Family Residence","210 10th Ave","$2,650,000","California","4","4","0","2,700","$981","1900","","","","0","94118","0","$2,495,000","","$981"
"Closed","Single Family Residence","170 Commonwealth Ave","$5,625,000","Euclid, Geary","4","4","1","4,200","$1,339","1912","09/22/2017","$5,625,000","","0","94118","0","$5,200,000","09/14/2017","$1,339"
"Closed","Single Family Residence","115 Jordan Ave","$3,300,000","Euclid","4","2","1","3,170","$1,041","1912","07/07/2017","$3,300,000","","0","94118","0","$2,850,000","06/27/2017","$1,041"
"Closed","Single Family Residence","9 Heather Ave","$2,495,000","Mayfair","4","3","0","2,556","$976","1950","06/30/2017","$2,495,000","","0","94118","0","$2,495,000","06/01/2017","$976"
"Closed","Single Family Residence","4840 California St","$1,665,000","11th Ave","3","2","0","2,270","$733","1905","06/21/2017","$1,665,000","","0","94118","0","$1,598,000","05/25/2017","$733"
"Closed","Single Family Residence","141 2nd Ave","$2,725,000","Lake St.","3","3","1","2,645","$1,030","1900","11/15/2016","$2,725,000","","0","94118","0","$2,850,000","11/14/2016","$1,030"
"Closed","Single Family Residence","4639 California St","$2,350,000","9th Ave","3","3","0","2,303","$1,020","1910","12/09/2016","$2,350,000","","0","94118","0","$2,250,000","11/28/2016","$1,020"
"Closed","Single Family Residence","730 Euclid Ave","$2,550,000","Palm","4","3","0","3,425","$744","1912","10/28/2016","$2,550,000","","0","94118","0","$2,999,880","08/05/2016","$744"
"Closed","Single Family Residence","228 3rd Ave","$3,750,000","California","6","3","1","3,360","$1,116","1904","11/07/2016","$3,750,000","","0","94118","0","$3,495,000","10/30/2016","$1,116"
"Closed","Single Family Residence","147 Parker Ave","$3,400,000","Euclid","4","3","1","2,868","$1,185","1916","09/20/2016","$3,400,000","","0","94118","0","$3,198,000","08/26/2016","$1,185"
"Closed","Single Family Residence","36 Commonwealth Ave","$4,100,000","Euclid","4","2","1","3,090","$1,326","1905","10/07/2016","$4,100,000","","0","94118","0","$4,250,000","10/04/2016","$1,326"
"Closed","Single Family Residence","283 10th Ave","$2,350,000","Clement","4","2","1","2,659","$883","1906","07/29/2016","$2,350,000","","0","94118","","$2,195,000","06/12/2016","$883"
"Expired","Single Family Residence","101 Maple St","$10,995,000","Jackson","5","4","0","5,825","$1,887","2015","","","","0","94118","","$12,000,000","","$1,887"
"Closed","Single Family Residence","101 Maple St","$9,998,000","Jackson","5","5","0","5,825","$1,716","0","06/30/2016","$9,998,000","","0","94118","0","$10,995,000","06/22/2016","$1,716"
"Closed","Single Family Residence","348 5th Ave","$1,518,000","Clement","5","5","1","2,860","$530","1913","04/18/2016","$1,518,000","","0","94118","0","$1,599,000","03/29/2016","$530"
"Closed","Single Family Residence","3953 Sacramento St","$4,500,000","Cherry","4","4","1","3,400","$1,323","1908","06/09/2016","$4,500,000","","0","94118","0","$4,850,000","05/20/2016","$1,323"
"Closed","Single Family Residence","106 Collins St","$2,495,000","Euclid","3","2","0","2,080","$1,199","1950","06/07/2016","$2,495,000","","0","94118","0","$2,495,000","05/22/2016","$1,199"
"Closed","Single Family Residence","115 Cherry St","$6,750,000","Jackson","4","3","1","4,000","$1,687","1927","06/03/2016","$6,750,000","","0","94118","0","$6,695,000","05/04/2016","$1,687"
"Closed","Single Family Residence","182 Jordan Ave","$4,300,000","Euclid","5","4","1","4,436","$969","1915","05/16/2016","$4,300,000","","0","94118","0","$4,495,000","05/01/2016","$969"
"Closed","Single Family Residence","683 Spruce St","$2,100,000","Geary","4","3","0","2,100","$1,000","1921","01/12/2016","$2,100,000","","0","94118","0","$2,195,000","12/24/2015","$1,000"
"Closed","Single Family Residence","18 Palm Ave","$4,525,000","California","4","3","1","4,158","$1,088","1900","10/23/2015","$4,525,000","","0","94118","0","$6,500,000","10/13/2015","$1,088"
"Closed","Single Family Residence","160 Collins St","$2,550,000","Euclid","3","2","1","2,200","$1,159","1914","10/16/2015","$2,550,000","","0","94118","0","$2,199,000","10/02/2015","$1,159"
"Closed","Single Family Residence","318 Walnut St","$3,750,000","Clay","4","2","1","2,707","$1,385","1907","10/20/2015","$3,750,000","","0","94118","0","$3,200,000","09/21/2015","$1,385"
"Canceled","Single Family Residence","348 5th Ave","$1,699,000","Geary Blvd.","5","6","0","2,860","$594","1913","","","","0","94118","0","$1,699,000","","$594"
