Status,Property SubType,Address,List Price,Cross street,Beds,Full baths,Half baths,Living area (ft²),Price / ft²,Year Built,Close Date,Close Price,Availability date,Garage spaces,Zip code,Lot size acres,Original list Price,Contract Date,Sold Price / ft²
"Closed","Single Family Residence","2009 Buchanan St","$4,100,000","California","5","4","1","4,640","$883","1900","07/01/2020","$4,100,000","","0","94115","0","$4,325,000","07/01/2020","$883"
"Closed","Single Family Residence","2383 Bush St","$2,850,000","Pierce","3","2","1","2,215","$1,286","1900","06/25/2020","$2,850,000","","0","94115","0","$2,995,000","06/12/2020","$1,286"
"Closed","Single Family Residence","2009 Buchanan St","$4,325,000","California","5","4","1","4,640","$932","1900","02/05/2020","$4,325,000","","0","94115","0","$4,495,000","01/30/2020","$932"
"Closed","Single Family Residence","2611 California St","$4,175,000","Pierce St.","5","5","1","4,360","$957","1890","02/17/2020","$4,175,000","","0","94115","0","$4,200,000","02/17/2020","$957"
"Canceled","Single Family Residence","1709 Broderick St","$5,499,000","Pine St","4","3","1","3,728","$1,475","1900","","","","0","94115","0","$5,499,000","","$1,475"
"Closed","Single Family Residence","2965 Pine St","$4,350,000","Baker","5","5","1","4,500","$966","0","04/06/2020","$4,350,000","","0","94115","0","$4,470,000","03/03/2020","$966"
"Closed","Single Family Residence","1988 Bush St","$4,300,000","Buchanan","3","3","1","3,215","$1,337","1900","03/13/2020","$4,300,000","","0","94115","0","$3,975,000","03/03/2020","$1,337"
"Expired","Single Family Residence","2115 Bush St","$4,455,000","Fillmore st","4","4","1","3,500","$1,272","1900","","","","0","94115","0","$4,950,000","","$1,272"
"Closed","Single Family Residence","1907 Pierce St","$3,205,000","Pine","4","3","1","2,690","$1,191","1900","12/12/2019","$3,205,000","","0","94115","0","$3,500,000","11/13/2019","$1,191"
"Expired","Single Family Residence","1709 Broderick St","$5,749,000","Pine St","4","3","1","3,728","$1,542","1900","","","","0","94115","0","$5,999,999","","$1,542"
"Closed","Single Family Residence","1709 Gough St","$3,995,000","California & Pine","4","3","1","3,085","$1,294","1885","12/26/2019","$3,995,000","","0","94109","0","$4,400,000","12/10/2019","$1,294"
"Canceled","Single Family Residence","2009 Buchanan St","$4,495,000","California","5","4","1","4,765","$943","1900","","","","0","94115","0","$4,900,000","","$943"
"Canceled","Single Family Residence","2611 California St","$4,200,000","Pierce St.","5","5","1","4,360","$963","1890","","","","0","94115","0","$4,200,000","","$963"
"Closed","Single Family Residence","2862 Bush St","$2,150,000","Baker Street","3","3","0","2,153","$998","1886","11/14/2019","$2,150,000","","0","94115","0","$2,495,000","11/01/2019","$998"
"Closed","Single Family Residence","2592 Sutter St","$2,700,000","Baker","4","3","1","2,500","$1,080","1910","10/04/2019","$2,700,000","","0","94115","0","$2,650,000","09/13/2019","$1,080"
"Closed","Single Family Residence","2129 California St","$4,950,000","Laguna","5","3","1","3,205","$1,544","1900","10/04/2019","$4,950,000","","0","94115","0","$4,800,000","09/26/2019","$1,544"
"Canceled","Single Family Residence","2115 Bush St","$5,250,000","Fillmore","4","4","1","3,500","$1,500","1900","","","","0","94115","0","$5,250,000","","$1,500"
"Closed","Single Family Residence","2148 Pine St","$4,150,000","Webster","4","3","1","3,539","$1,172","1900","08/16/2019","$4,150,000","","0","94115","0","$4,200,000","07/25/2019","$1,172"
"Closed","Single Family Residence","2406 Bush","$3,500,000","Pierce","3","3","0","2,375","$1,473","1900","03/26/2019","$3,500,000","","0","94115","0","$3,500,000","03/26/2019","$1,473"
"Closed","Single Family Residence","2787 Pine St","$1,650,000","Divisadero","4","4","0","2,244","$735","1895","06/27/2019","$1,650,000","","0","94115","0","$1,380,000","05/21/2019","$735"
"Closed","Single Family Residence","145 Presidio Ave","$7,200,000","Washington","4","4","1","4,701","$1,531","1925","06/14/2019","$7,200,000","","0","94115","","$7,495,000","05/31/2019","$1,531"
"Closed","Single Family Residence","3150 Buchanan","$3,600,000","Greenwich","4","3","1","3,137","$1,147","0","10/06/2013","$3,600,000","","0","94115","0","$3,200,000","10/02/2013","$1,147"
"Canceled","Single Family Residence","3083 California St","$4,895,000","Lyon","4","5","1","4,568","$1,071","0","","","","0","94115","0","$4,895,000","","$1,071"
"Closed","Single Family Residence","2872 Pine St","$4,125,000","Broderick","3","3","1","3,015","$1,368","0","05/23/2019","$4,125,000","","0","94115","","$3,995,000","05/06/2019","$1,368"
"Canceled","Single Family Residence","1709 Gough St","$4,400,000","California & Pine","4","3","1","3,085","$1,426","1885","","","","0","94109","0","$4,400,000","","$1,426"
"Canceled","Single Family Residence","2115 Bush St","$5,250,000","Fillmore","4","4","1","3,500","$1,500","1900","","","","0","94115","0","$5,250,000","","$1,500"
"Closed","Single Family Residence","2385 Bush St","$3,637,000","Pierce","3","3","1","2,928","$1,242","0","04/19/2019","$3,637,000","","0","94115","","$3,595,000","03/19/2019","$1,242"
"Closed","Single Family Residence","2973 Pine St","$4,650,000","Lyon","5","3","1","3,584","$1,297","0","03/19/2019","$4,650,000","","0","94115","","$4,650,000","03/19/2019","$1,297"
"Closed","Single Family Residence","1701 Gough St","$3,575,000","Pine Street","4","2","1","3,253","$1,098","1900","03/06/2019","$3,575,000","","0","94109","","$3,995,000","03/01/2019","$1,098"
"Canceled","Single Family Residence","2787 Pine St","$1,380,000","Divisadero","4","4","0","2,244","$614","1895","","","","0","94115","0","$1,380,000","","$614"
"Canceled","Single Family Residence","2005 Buchanan St","$3,750,000","Pine","4","5","0","3,212","$1,167","1900","","","","0","94115","0","$3,750,000","","$1,167"
"Duplicate Canceled","Single Family Residence","1843 Pine St","$5,350,000","Octavia","8","6","1","5,203","$1,028","1900","","","","0","94109","","$5,350,000","03/15/2018","$1,028"
"Canceled","Single Family Residence","2115 Bush St","$5,250,000","Fillmore","4","4","1","3,500","$1,500","1900","","","","0","94115","0","$5,250,000","","$1,500"
"Closed","Single Family Residence","2206 Pine St","$2,975,000","Fillmore St","3","3","1","2,305","$1,290","1900","01/11/2019","$2,975,000","","0","94115","0","$3,050,000","12/03/2018","$1,290"
"Expired","Single Family Residence","2611 California St","$4,995,000","Pierce","5","5","1","3,950","$1,264","1890","","","","0","94115","0","$4,995,000","","$1,264"
"Closed","Single Family Residence","2268 Pine St","$4,350,000","Fillmore","5","4","1","3,280","$1,326","2017","10/12/2018","$4,350,000","","0","94115","","$4,400,000","09/14/2018","$1,326"
"Closed","Single Family Residence","2430 Pine St","$3,200,000","Pierce","3","2","1","2,040","$1,568","1900","08/21/2018","$3,200,000","","0","94115","0","$2,995,000","08/01/2018","$1,568"
"Closed","Single Family Residence","2628 Steiner St","$3,177,000","Broadway","4","2","0","2,328","$1,364","1908","08/17/2018","$3,177,000","","0","94115","0","$2,999,000","06/29/2018","$1,364"
"Closed","Single Family Residence","2178 Pine St","$5,800,000","Webster","5","4","1","4,440","$1,306","1900","08/15/2018","$5,800,000","","0","94115","0","$6,000,000","08/08/2018","$1,306"
"Closed","Single Family Residence","3022 Pine St","$2,500,000","Lyon","3","3","0","2,360","$1,059","1900","07/25/2018","$2,500,000","","0","94115","0","$2,195,000","07/19/2018","$1,059"
"Canceled","Single Family Residence","2094 Bush St","$2,875,000","Webster","4","3","1","2,602","$1,104","1878","","","","0","94115","","$2,875,000","","$1,104"
"Closed","Single Family Residence","2761 Pine St","$4,700,000","Divisadero & Broderick","4","6","0","3,525","$1,333","1900","05/18/2018","$4,700,000","","0","94115","","$4,995,000","05/01/2018","$1,333"
"Closed","Single Family Residence","2950 Bush St","$2,850,000","Presidio","3","3","1","2,800","$1,017","1998","05/16/2018","$2,850,000","","0","94115","0","$2,895,000","04/26/2018","$1,017"
"Closed","Single Family Residence","2825 Pine St","$2,215,000","Baker","4","3","0","2,280","$971","1887","02/27/2018","$2,215,000","","0","94115","0","$2,495,000","02/12/2018","$971"
"Closed","Single Family Residence","1701 Franklin St","$7,000,000","California","11","5","1","7,125","$982","1895","02/27/2018","$7,000,000","","0","94109","0","$6,995,000","01/26/2018","$982"
"Closed","Single Family Residence","46 Wilmot St","$3,398,000","Fillmore","4","3","1","2,693","$1,261","1900","01/19/2018","$3,398,000","","0","94115","0","$3,695,000","01/19/2018","$1,261"
"Closed","Single Family Residence","2334 Pine St","$3,800,000","Fillmore","5","4","1","4,540","$837","1900","12/12/2017","$3,800,000","","0","94115","0","$4,495,000","11/22/2017","$837"
"Canceled","Single Family Residence","2865 Bush St","$2,750,000","Lyon & Baker","3","2","1","2,768","$993","1916","","","","0","94115","0","$2,750,000","","$993"
"Canceled","Single Family Residence","2865 Bush St","$2,150,000","Lyon & Baker","3","3","1","2,049","$1,049","1916","","","","0","94115","0","$2,150,000","","$1,049"
"Closed","Single Family Residence","1948 Sutter St","$3,600,000","Fillmore","4","3","1","2,980","$1,208","1900","10/30/2017","$3,600,000","","0","94115","0","$3,400,000","10/10/2017","$1,208"
"Closed","Single Family Residence","2634 Bush St","$2,525,000","Divisadero","4","3","0","2,616","$965","1885","10/20/2017","$2,525,000","","0","94115","0","$2,195,000","10/04/2017","$965"
"Closed","Single Family Residence","7 Broderick St","$3,200,000","Haight Street","4","3","0","2,743","$1,166","1896","10/18/2017","$3,200,000","","0","94117","0","$3,100,000","09/18/2017","$1,166"
"Closed","Single Family Residence","2323 Bush St","$4,750,000","Steiner Street","4","4","1","4,305","$1,103","1900","08/03/2017","$4,750,000","","0","94115","","$4,495,000","07/31/2017","$1,103"
"Closed","Single Family Residence","1918 Divisadero St","$3,970,000","California","4","3","1","3,460","$1,147","1910","06/15/2017","$3,970,000","","0","94115","0","$4,488,000","06/02/2017","$1,147"
"Canceled","Single Family Residence","2070 Pine St","$4,995,000","Buchanan","5","3","1","4,400","$1,135","0","","","","0","94103","","$4,995,000","","$1,135"
"Canceled","Single Family Residence","1988 Bush St","$2,295,000","Buchannan","3","3","0","3,024","$758","1900","","","","0","94115","0","$2,450,000","","$758"
"Closed","Single Family Residence","58 Wilmot St","$3,100,000","Fillmore","3","3","1","2,689","$1,152","2012","10/27/2016","$3,100,000","","0","94115","","$3,495,000","10/13/2016","$1,152"
"Closed","Single Family Residence","1711 Broderick St","$4,675,000","Pine","4","3","1","3,755","$1,245","1900","10/26/2016","$4,675,000","","0","94115","","$47,500,000","10/04/2016","$1,245"
"Canceled","Single Family Residence","58 Wilmot St","$3,495,000","Fillmore","3","3","1","2,689","$1,299","2012","","","","0","94115","","$3,495,000","","$1,299"
"Closed","Single Family Residence","1845 Laguna St","$3,250,000","Bush/Pine","3","2","0","2,850","$1,140","1900","08/18/2016","$3,250,000","","0","94115","0","$3,295,000","08/17/2016","$1,140"
"Closed","Single Family Residence","1709 Broderick St","$4,000,000","Pine Street","3","3","1","2,985","$1,340","1900","08/04/2016","$4,000,000","","0","94115","0","$4,150,000","07/18/2016","$1,340"
"Canceled","Single Family Residence","1845 Laguna St","$3,495,000","Pine","3","2","1","2,850","$1,226","0","","","","0","94115","0","$3,688,000","","$1,226"
"Canceled","Single Family Residence","1988 Bush St","$2,295,000","Buchanan","3","3","0","3,024","$758","1900","","","","0","94115","0","$2,495,000","","$758"
"Closed","Single Family Residence","2265 California St","$4,325,000","Webster","4","4","0","3,484","$1,241","1906","06/15/2016","$4,325,000","","0","94115","","$4,450,000","05/17/2016","$1,241"
"Closed","Single Family Residence","1833 Laguna St","$5,500,000","Pine Street","5","4","1","4,400","$1,250","0","01/08/2016","$5,500,000","","0","94115","0","$5,295,000","12/14/2015","$1,250"
"Closed","Single Family Residence","2385 Bush St","$2,830,000","Pierce Street","4","3","1","2,928","$966","1900","03/03/2016","$2,830,000","","0","94115","0","$3,380,000","02/12/2016","$966"
"Closed","Single Family Residence","2215 California St","$5,050,000","Webster","5","4","1","3,485","$1,449","2015","12/11/2015","$5,050,000","","0","94115","0","$4,800,000","11/18/2015","$1,449"
"Expired","Single Family Residence","2761 Pine St","$2,449,000","Broderick","4","2","1","2,668","$917","1900","","","","0","94115","0","$2,449,000","","$917"
"Closed","Single Family Residence","1523 Baker St","$3,500,000","Bush St","5","4","0","3,528","$992","1900","10/23/2015","$3,500,000","","0","94115","0","$2,850,000","09/23/2015","$992"
"Canceled","Single Family Residence","2588 Pine St","$3,500,000","Scott","4","3","0","2,864","$1,222","1900","","","","0","94115","0","$3,500,000","","$1,222"
"Closed","Single Family Residence","1988 Bush St","$2,300,000","Buchannan","3","3","0","3,024","$760","1900","10/19/2015","$2,300,000","","0","94115","0","$1,895,000","10/05/2015","$760"
"Closed","Single Family Residence","2178 Pine St","$1,663,000","Webster","4","5","0","2,655","$626","0","04/05/2013","$1,663,000","","0","94115","","$1,450,000","03/07/2013","$626"
"Canceled","Single Family Residence","1845 Laguna St","$3,349,000","Pine","3","2","1","2,850","$1,175","1900","","","","0","94118","0","$3,349,000","","$1,175"
"Closed","Single Family Residence","2477 Sutter St","$2,850,000","Broderick","5","4","1","3,750","$760","0","06/12/2015","$2,850,000","","0","94115","","$3,299,000","04/24/2015","$760"
"Closed","Single Family Residence","2683 Pine St","$2,550,000","Scott","3","2","1","2,270","$1,123","1900","07/02/2015","$2,550,000","","0","94115","0","$2,200,000","06/13/2015","$1,123"
"Canceled","Single Family Residence","1611 Broderick St","$2,975,000","Bush","5","4","0","5,160","$576","1900","","","","0","94115","0","$2,975,000","","$576"
"Closed","Single Family Residence","2588 Pine St","$2,700,000","Scott","3","3","0","2,864","$942","1900","09/12/2007","$2,700,000","","0","94115","","$2,495,000","08/20/2007","$942"
"Closed","Single Family Residence","2187 California St","$4,400,000","Buchanan","4","3","1","4,065","$1,082","1900","02/25/2015","$4,400,000","","0","94115","0","$4,400,000","02/25/2015","$1,082"
"Expired","Single Family Residence","1988 Bush St","$2,200,000","buchanan","3","3","0","3,024","$727","1900","","","","0","94115","0","$2,200,000","","$727"
"Canceled","Single Family Residence","2566 Pine St","$3,500,000","Scott","5","5","1","3,740","$935","1890","","","","0","94115","0","$2,995,000","","$935"
"Closed","Single Family Residence","1930 Pine St","$3,750,000","Laguna","4","4","1","3,170","$1,182","2014","10/17/2014","$3,750,000","","0","94109","","$3,600,000","10/07/2014","$1,182"
"Canceled","Single Family Residence","1533 Sutter St","$6,595,000","Octavia","6","7","1","7,375","$894","0","","","","0","94109","0","$6,595,000","","$894"
"Closed","Single Family Residence","1932 Pierce St","$2,810,000","California","4","3","1","2,015","$1,394","1900","10/29/2014","$2,810,000","","0","94115","0","$2,750,000","10/09/2014","$1,394"
"Canceled","Single Family Residence","2905 Bush St","$2,849,000","Lyon","4","4","0","3,375","$844","1875","","","","0","94115","0","$2,849,000","","$844"
"Canceled","Single Family Residence","1920 Scott St","$4,700,000","California","4","3","1","5,113","$919","1900","","","","0","94115","0","$4,700,000","","$919"
"Closed","Single Family Residence","2208 Pine St","$2,725,000","Webster/Fillmore","3","3","1","2,487","$1,095","1900","06/23/2014","$2,725,000","","0","94115","","$2,298,000","06/09/2014","$1,095"
"Closed","Single Family Residence","2872 Pine St","$3,300,000","Baker","3","3","1","3,015","$1,094","1900","07/08/2014","$3,300,000","","0","94115","0","$2,995,000","06/23/2014","$1,094"
"Closed","Single Family Residence","58 Wilmot St","$3,305,000","Fillmore","3","3","1","2,689","$1,229","2012","04/22/2014","$3,305,000","","0","94115","","$2,850,000","04/10/2014","$1,229"
"Closed","Single Family Residence","1815 Laguna St","$2,905,000","Pine & Bush","4","2","1","3,412","$851","0","05/06/2014","$2,905,000","","0","94115","0","$2,195,000","04/14/2014","$851"
"Closed","Single Family Residence","2557 California St","$3,610,000","Pierce","4","4","0","3,480","$1,037","1880","04/30/2014","$3,610,000","","0","94115","","$3,450,000","04/24/2014","$1,037"
"Closed","Single Family Residence","2904 Bush St","$2,005,000","Lyon/Baker","4","3","0","2,492","$804","1900","12/20/2013","$2,005,000","","0","94115","","$1,945,000","12/06/2013","$804"
"Closed","Single Family Residence","2777 Pine St","$1,960,000","Broderick","4","3","0","2,269","$863","1900","11/01/2013","$1,960,000","","0","94115","","$1,850,000","10/13/2013","$863"
"Closed","Single Family Residence","1703 Octavia St","$3,450,000","Bush Street","5","3","1","3,350","$1,029","1884","02/07/2014","$3,450,000","","0","94109","0","$3,400,000","01/27/2014","$1,029"
"Closed","Single Family Residence","1527 Sutter St","$3,628,000","Octavia","4","3","1","3,467","$1,046","1900","11/19/2013","$3,628,000","","0","94109","","$3,275,000","11/12/2013","$1,046"
"Closed","Single Family Residence","3016 Pine St","$3,500,000","Lyon","5","3","1","4,437","$788","1900","09/10/2013","$3,500,000","","0","94115","","$3,650,000","08/21/2013","$788"
"Closed","Single Family Residence","1800 Scott St","$1,805,000","Bush","3","3","0","2,185","$826","1986","07/29/2013","$1,805,000","","0","94115","","$1,749,000","07/18/2013","$826"
"Closed","Single Family Residence","2500 Divisadero","$8,800,000","Pacific","6","5","1","9,125","$964","1933","08/23/2013","$8,800,000","","0","94115","","$10,000,000","08/09/2013","$964"
"Closed","Single Family Residence","2973 Pine St","$2,875,000","Lyon","5","3","1","3,584","$802","1900","08/02/2013","$2,875,000","","0","94115","","$3,088,000","07/17/2013","$802"
"Duplicate Canceled","Single Family Residence","1533 Sutter","$1,975,000","Octavia","8","6","0","7,086","$278","1889","","","","0","94109","","$1,975,000","04/26/2013","$278"
