Status,Property SubType,Address,List Price,Cross street,Beds,Full baths,Half baths,Living area (ft²),Price / ft²,Year Built,Close Date,Close Price,Availability date,Garage spaces,Zip code,Lot size acres,Original list Price,Contract Date,Sold Price / ft²
"Closed","Single Family Residence","3300 Jackson St","$9,600,000","Walnut","5","6","2","6,376","$1,505","1919","02/17/2026","$9,600,000","","2","94118","0","$11,150,000","02/03/2026","$1,505"
"Sold Off MLS","Single Family Residence","3941 Sacramento St","$8,067,500","Cherry","5","5","1","5,370","$1,502","2020","11/24/2025","$8,067,500","","2","94118","0","$8,067,500","11/24/2025","$1,502"
"Canceled","Single Family Residence","3 Presidio Ter","$9,950,000","Arguello","7","5","1","7,564","$1,315","1906","","","","2","94118","0","$9,950,000","","$1,315"
"Closed","Single Family Residence","116 Cherry St","$4,400,000","Jackson","4","2","1","2,735","$1,608","1900","11/21/2025","$4,400,000","","0","94118","0","$2,995,000","10/21/2025","$1,608"
"Canceled","Single Family Residence","3300 Jackson St","$11,500,000","Walnut","5","6","2","6,376","$1,803","1919","","","","2","94118","0","$12,500,000","","$1,803"
"Closed","Single Family Residence","3956 Washington St","$7,300,000","Arguello","6","2","3","4,345","$1,680","1907","10/16/2025","$7,300,000","","0","94118","0","$5,998,000","10/06/2025","$1,680"
"Closed","Single Family Residence","148 7th Ave","$5,500,000","Lake Street","4","3","1","3,860","$1,424","1908","10/16/2025","$5,500,000","","0","94118","0","$4,800,000","10/02/2025","$1,424"
"Closed","Single Family Residence","3332 Washington St","$11,250,000","Walnut","5","4","1","6,035","$1,864","1913","10/27/2025","$11,250,000","","2","94118","0","$11,250,000","10/06/2025","$1,864"
"Closed","Single Family Residence","3445 Washington St","$11,500,000","Laurel St","5","5","1","5,887","$1,953","1908","10/20/2025","$11,500,000","","0","94118","0","$12,500,000","10/20/2025","$1,953"
"Closed","Single Family Residence","38 Presidio Ter","$11,335,000","Arguello","5","3","1","5,850","$1,937","1910","12/04/2025","$11,335,000","","2","94118","0","$12,500,000","10/30/2025","$1,937"
"Closed","Single Family Residence","315 Laurel St","$9,250,000","Clay","6","5","1","5,585","$1,656","1900","12/09/2025","$9,250,000","","0","94118","0","$9,995,000","11/20/2025","$1,656"
"Closed","Single Family Residence","50 Walnut St","$4,800,000","Jackson St","4","5","1","4,045","$1,186","1930","09/22/2025","$4,800,000","","0","94118","0","$4,250,000","09/11/2025","$1,186"
"Sold Off MLS","Single Family Residence","43 Presidio Ave","$4,500,000","Jackson","6","4","0","4,800","$937","1909","08/28/2025","$4,500,000","","0","94115","0","$4,600,000","08/05/2025","$937"
"Closed","Single Family Residence","21 5th Ave","$4,999,999","Lake","4","2","1","3,749","$1,333","1907","09/04/2025","$4,999,999","","2","94118","0","$4,300,000","08/29/2025","$1,333"
"Sold Off MLS","Single Family Residence","65 5th Ave","$6,025,000","Lake Street","5","3","1","3,661","$1,645","1910","07/03/2025","$6,025,000","","0","94118","0","$6,495,000","05/05/2025","$1,645"
"Closed","Single Family Residence","3565 Clay St","$9,900,000","Locust St","5","4","1","4,115","$2,405","1905","05/28/2025","$9,900,000","","0","94118","0","$9,750,000","05/04/2025","$2,405"
"Duplicate Canceled","Single Family Residence","132-136 Presidio Ave","$7,950,000","Jackson/Washington","9","7","1","7,805","$1,018","1912","","","","0","94115","0","$7,950,000","","$1,018"
"Canceled","Single Family Residence","315 Laurel St","$10,695,000","Clay","6","5","1","5,585","$1,914","1900","","","","0","94118","0","$10,695,000","","$1,914"
"Sold Off MLS","Single Family Residence","207 Cherry St","$9,725,000","Washington","6","3","1","5,065","$1,920","1909","03/28/2025","$9,725,000","","1","94118","0","$10,200,000","03/14/2025","$1,920"
"Closed","Single Family Residence","3333 Jackson St","$7,650,000","Walnut","6","3","1","4,963","$1,541","1913","03/04/2025","$7,650,000","","0","94118","0","$6,500,000","02/11/2025","$1,541"
"Closed","Single Family Residence","200 Laurel St","$12,600,000","Corner of Washington","6","4","2","6,385","$1,973","0","03/14/2025","$12,600,000","","0","94118","0","$12,900,000","03/04/2025","$1,973"
"Sold Off MLS","Single Family Residence","68 6th Ave","$6,050,000","Lake","3","3","2","3,395","$1,782","1908","01/03/2025","$6,050,000","","1","94118","0","$6,050,000","12/12/2024","$1,782"
"Canceled","Single Family Residence","3330 Jackson St","$8,000,000","Walnut","8","3","2","5,749","$1,391","1902","","","","0","94118","0","$8,000,000","","$1,391"
"Closed","Single Family Residence","3699 Washington St","$19,000,000","Spruce","5","6","2","9,984","$1,903","1928","05/05/2025","$19,000,000","","2","94118","0","$19,500,000","02/17/2025","$1,903"
"Closed","Single Family Residence","3511 Clay St","$9,950,000","Laurel and Locust","5","4","1","5,558","$1,790","1914","10/28/2024","$9,950,000","","2","94118","0","$8,995,000","10/18/2024","$1,790"
"Closed","Single Family Residence","120 Lake St","$4,875,000","3rd","4","4","1","4,565","$1,067","1922","10/29/2024","$4,875,000","","2","94118","0","$4,550,000","10/10/2024","$1,067"
"Canceled","Single Family Residence","207 Cherry St","$10,600,000","Washington","6","3","1","5,065","$2,092","1909","","","","1","94118","0","$10,600,000","","$2,092"
"Sold","Single Family Home","16 Presidio Terrace","$8,500,000","","5","3","2","6,084","$1,397","1910","11/21/2024","$8,500,000","","2","94118","0","$7,499,000","11/14/2024","$1,397"
"Duplicate Canceled","Single Family Residence","80 6th Ave","$5,500,000","Lake","6","5","2","4,635","$1,186","1910","","","","0","94118","0","$5,500,000","10/14/2024","$1,186"
"Closed","Single Family Residence","104 3rd Ave","$3,125,000","Lake St.","3","2","1","2,005","$1,558","0","09/12/2024","$3,125,000","","1","94118","0","$2,695,000","08/29/2024","$1,558"
"Closed","Single Family Residence","152 4th Ave","$4,296,000","Lake street","5","4","1","3,802","$1,129","0","10/31/2024","$4,296,000","","1","94118","0","$4,295,000","10/15/2024","$1,129"
"Closed","Single Family Residence","73 5th Ave","$4,100,000","Lake Street","4","3","1","2,762","$1,484","1912","07/17/2024","$4,100,000","","1","94118","0","$3,500,000","06/18/2024","$1,484"
"Closed","Single Family Residence","3575 Clay St","$7,000,000","Locust","6","4","1","5,105","$1,371","1910","06/12/2024","$7,000,000","","0","94118","0","$6,500,000","05/23/2024","$1,371"
"Sold","Single Family Home","3498 Jackson Street","$12,900,000","","7","7","","6,385","$2,020","1937","07/02/2024","$12,900,000","","4","94118","0","$11,980,000","05/25/2024","$2,020"
"Closed","Single Family Residence","3580 Clay St","$6,550,000","Locust","6","4","1","5,400","$1,212","1903","07/24/2024","$6,550,000","","2","94118","0","$7,000,000","07/17/2024","$1,212"
"Sold Off MLS","Single Family Residence","10 Presidio Ter","$13,500,000","Arguello Blvd","5","4","2","6,320","$2,136","1909","05/10/2024","$13,500,000","","0","94118","0","$13,500,000","05/10/2024","$2,136"
"Canceled","Single Family Residence","120 Lake St","$4,790,000","3rd","4","4","1","4,565","$1,049","1922","","","","2","94118","0","$5,150,000","","$1,049"
"Canceled","Single Family Residence","225 Locust St","$9,995,000","Washington St","4","3","3","5,275","$1,894","1929","","","","0","94118","0","$9,995,000","","$1,894"
"Canceled","Single Family Residence","207 Cherry St","$10,600,000","Washington","6","3","1","5,065","$2,092","1909","","","","1","94118","0","$10,600,000","","$2,092"
"Closed","Single Family Residence","3806 Clay St","$4,100,000","Maple","4","2","1","3,004","$1,364","1900","07/09/2024","$4,100,000","","1","94118","0","$3,795,000","04/30/2024","$1,364"
"Sold Off MLS","Single Family Residence","3323 Pacific Ave","$11,550,000","Walnut","4","4","1","5,010","$2,305","1962","04/15/2024","$11,550,000","","2","94108","0","$12,000,000","04/09/2024","$2,305"
"Closed","Single Family Residence","3513 Jackson St","$3,600,000","Locust","3","2","1","2,540","$1,417","1910","05/15/2024","$3,600,000","","0","94118","0","$3,500,000","05/07/2024","$1,417"
"Duplicate Canceled","Single Family Residence","152 4th Ave","$4,295,000","Lake street","5","4","1","3,802","$1,129","0","","","","1","94118","0","$4,500,000","","$1,129"
"Closed","Single Family Residence","3281 Jackson St","$6,675,000","Walnut","6","5","1","5,910","$1,129","1900","06/07/2024","$6,675,000","","2","94118","0","$7,995,000","06/07/2024","$1,129"
"Canceled","Single Family Residence","133 7th Ave","$4,200,000","Lake Street","4","3","1","3,014","$1,393","1908","","","","2","94118","0","$4,200,000","","$1,393"
"Closed","Single Family Residence","37 Presidio Ave","$8,400,000","Pacific","5","5","1","5,722","$1,468","1903","05/22/2024","$8,400,000","","2","94118","0","$8,900,000","04/18/2024","$1,468"
"Closed","Single Family Residence","3255 Pacific Ave","$7,300,000","Walnut St","6","5","1","7,945","$918","1910","05/01/2024","$7,300,000","","0","94118","0","$8,600,000","04/21/2024","$918"
"Closed","Single Family Residence","1 Presidio Ter","$7,300,000","Arguello Blvd","5","5","2","5,490","$1,329","1929","04/25/2024","$7,300,000","","0","94118","0","$6,700,000","04/01/2024","$1,329"
"Closed","Single Family Residence","21 Presidio Ter","$8,208,375","Arguello","5","3","1","6,146","$1,335","1911","04/23/2024","$8,208,375","","2","94115","0","$8,750,000","04/02/2024","$1,335"
"Closed","Single Family Residence","3898 Washington St","$14,700,000","Cherry","7","5","2","8,765","$1,677","1909","04/26/2024","$14,700,000","","1","94118","0","$14,950,000","04/03/2024","$1,677"
"Closed","Single Family Residence","3256 Washington St","$6,150,000","Presidio","4","4","1","4,219","$1,457","1891","05/07/2024","$6,150,000","","0","94115","0","$6,495,000","03/26/2024","$1,457"
"Closed","Single Family Residence","3474 Clay St","$6,000,000","Laurel","5","4","1","3,700","$1,621","1908","04/01/2024","$6,000,000","","0","94118","0","$5,800,000","03/04/2024","$1,621"
"Closed","Single Family Residence","3447 Clay St","$4,000,000","Laurel","4","3","0","4,750","$842","1900","03/15/2024","$4,000,000","","0","94118","0","$3,900,000","02/26/2024","$842"
"Closed","Single Family Residence","3233 Pacific Ave","$8,500,000","Presidio","5","4","2","5,260","$1,615","1907","04/26/2024","$8,500,000","","0","94118","0","$9,900,000","04/15/2024","$1,615"
"Closed","Single Family Residence","39 6th Ave","$6,300,000","Lake Street","5","3","1","3,645","$1,728","0","02/27/2024","$6,300,000","","0","94118","0","$5,795,000","02/15/2024","$1,728"
"Closed","Single Family Residence","3925 Washington St","$4,200,000","Arguello","4","3","0","3,387","$1,240","1924","03/13/2024","$4,200,000","","0","94118","0","$4,200,000","02/16/2024","$1,240"
"Expired","Single Family Residence","152 4th Ave","$4,950,000","Lake Street","5","4","1","3,802","$1,301","0","","","","0","94118","0","$4,950,000","","$1,301"
"Closed","Single Family Residence","342 Cherry St","$3,400,000","Sacramento","3","2","1","2,200","$1,545","1915","02/29/2024","$3,400,000","","0","94118","0","$3,700,000","01/31/2024","$1,545"
"Closed","Single Family Residence","45 Walnut St","$4,800,000","Jackson Street","4","2","1","3,402","$1,410","1916","02/27/2024","$4,800,000","","0","94118","0","$4,250,000","02/19/2024","$1,410"
"Closed","Single Family Residence","3300 Jackson St","$4,080,000","Walnut","4","4","2","5,130","$795","1919","12/19/2023","$4,080,000","","0","94118","0","$4,250,000","12/06/2023","$795"
"Closed","Single Family Residence","2121 Lyon St","$4,250,000","Washington St.","5","3","1","4,010","$1,059","0","12/04/2023","$4,250,000","","0","94115","0","$4,249,000","11/15/2023","$1,059"
"Closed","Single Family Residence","3530 Washington St","$11,250,000","Laurel","5","4","2","6,315","$1,781","1912","10/26/2023","$11,250,000","","0","94118","0","$11,750,000","10/13/2023","$1,781"
"Closed","Single Family Residence","210 Lake St","$2,000,750","3rd Ave","4","2","0","2,475","$808","1900","12/08/2023","$2,000,750","","0","94118","0","$1,488,000","11/21/2023","$808"
"Closed","Single Family Residence","45 5th Ave","$6,200,000","Lake St","6","3","1","4,355","$1,423","1905","11/27/2023","$6,200,000","","0","94118","0","$6,500,000","11/22/2023","$1,423"
"Canceled","Single Family Residence","152 4th Ave","$4,950,000","Lake Street","5","4","1","3,802","$1,301","0","","","","0","94118","0","$4,950,000","","$1,301"
"Closed","Single Family Residence","23 Presidio Ter","$16,300,000","Washington","7","6","2","9,504","$1,715","1910","10/26/2023","$16,300,000","","0","94118","0","$17,900,000","10/15/2023","$1,715"
"Closed","Single Family Residence","7 7th Ave","$4,610,000","Lake","4","3","1","3,505","$1,315","1900","01/22/2024","$4,610,000","","0","94118","0","$5,000,000","01/08/2024","$1,315"
"Closed","Single Family Residence","5 Presidio Ter","$8,750,000","Arguello Blvd","4","4","1","5,040","$1,736","1908","10/12/2023","$8,750,000","","0","94118","0","$7,900,000","09/21/2023","$1,736"
"Closed","Single Family Residence","18 Presidio Ter","$14,300,000","Arguello Blvd","7","5","1","9,600","$1,489","1909","10/06/2023","$14,300,000","","0","94118","0","$14,950,000","09/29/2023","$1,489"
"Closed","Single Family Residence","115 Spruce St","$5,550,000","Jackson Street","4","3","1","3,865","$1,435","1922","11/30/2023","$5,550,000","","0","94118","0","$6,000,000","11/20/2023","$1,435"
"Closed","Single Family Residence","230 Cherry St","$4,500,000","Washington","5","4","1","4,165","$1,080","1900","10/02/2023","$4,500,000","","0","94118","0","$4,995,000","09/26/2023","$1,080"
"Canceled","Single Family Home","3145-3147 Jackson Street","$4,995,000","","8","2","4","4,590","$1,088","1904","","","","0","94115","0","$4,995,000","","$1,088"
"Expired","Single Family Residence","3236 Sacramento St","$4,999,999","lyon","7","5","0","4,810","$1,039","1900","","","","0","94115","0","$4,999,999","","$1,039"
"Closed","Single Family Residence","3899 Jackson St","$6,100,000","Arguello","4","4","2","4,175","$1,461","1927","05/24/2024","$6,100,000","","0","94118","0","$9,600,000","05/19/2024","$1,461"
"Closed","Single Family Residence","139 Cherry St","$4,995,000","Jackson","3","2","1","2,740","$1,822","1914","06/01/2023","$4,995,000","","0","94118","0","$5,250,000","05/26/2023","$1,822"
"Duplicate Canceled","Single Family Residence","3145 Jackson St","$4,299,000","Lyon","6","6","5","4,590","$936","1904","","","","0","94115","0","$4,995,000","","$936"
"Sold Off MLS","Single Family Residence","54 6th Ave","$7,250,000","Lake","5","3","2","3,915","$1,851","1904","05/23/2022","$7,250,000","","0","94118","0","$7,250,000","05/08/2022","$1,851"
"Canceled","Single Family Residence","3255 Pacific Ave","$11,500,000","Walnut St","7","5","1","7,945","$1,447","1912","","","","0","94118","0","$11,500,000","","$1,447"
"Sold Off MLS","Single Family Residence","3525 Washington St","$8,125,000","Laurel St","4","4","2","4,778","$1,700","1908","06/22/2022","$8,125,000","","0","94118","0","$7,500,000","06/17/2022","$1,700"
"Sold Off MLS","Single Family Residence","3621 Clay St","$6,650,000","Locust","7","4","0","5,642","$1,178","1902","06/21/2022","$6,650,000","","0","94118","0","$6,500,000","06/10/2022","$1,178"
"Expired","Single Family Residence","3259 Clay St","$8,995,000","Presidio Avenue","6","6","1","6,000","$1,499","1912","","","","0","94115","0","$8,995,000","","$1,499"
"Sold Off MLS","Single Family Residence","63 7th Ave","$6,000,000","Lake","5","4","1","4,768","$1,258","1904","04/18/2022","$6,000,000","","0","94118","0","$5,500,000","03/18/2022","$1,258"
"Closed","Single Family Residence","139 Cherry St","$4,995,000","Jackson","3","2","1","2,470","$2,022","1914","04/20/2022","$4,995,000","","0","94118","0","$4,995,000","04/20/2022","$2,022"
"Sold Off MLS","Single Family Residence","3875 Clay St","$6,750,000","Cherry","5","4","1","4,755","$1,419","1900","09/24/2021","$6,750,000","","0","94118","0","$6,750,000","09/10/2021","$1,419"
"Closed","Single Family Residence","15 Walnut St","$9,998,000","Pacific Ave","5","4","1","4,985","$2,005","1908","05/27/2021","$9,998,000","","0","94118","0","$7,500,000","05/17/2021","$2,005"
"Closed","Single Family Residence","3421 Jackson St","$11,745,000","Laurel","7","5","1","5,970","$1,967","1912","12/24/2020","$11,745,000","","0","94118","0","$11,995,000","12/03/2020","$1,967"
"Closed","Single Family Residence","3950 Clay St","$6,000,000","Cherry","5","3","1","5,105","$1,175","1911","12/17/2020","$6,000,000","","0","94118","0","$6,500,000","11/18/2020","$1,175"
"Canceled","Single Family Residence","3445 Washington St","$8,990,000","Laurel","5","5","1","5,887","$1,527","1908","","","","0","94118","0","$10,500,000","","$1,527"
"Closed","Single Family Residence","137 3rd Ave","$4,250,000","LAKE","4","3","1","3,200","$1,328","0","10/09/2020","$4,250,000","","0","94118","","$4,399,000","09/22/2020","$1,328"
"Closed","Single Family Residence","31 Presidio Ter","$8,300,000","Arguello","7","7","1","9,245","$897","1909","11/25/2020","$8,300,000","","0","94118","0","$9,250,000","11/23/2020","$897"
"Closed","Single Family Residence","159 7th Ave","$4,650,000","Lake","4","4","1","3,795","$1,225","1909","11/23/2020","$4,650,000","","0","94118","0","$4,650,000","11/02/2020","$1,225"
"Closed","Single Family Residence","3388 Clay St","$8,350,000","Walnut St","5","5","0","5,351","$1,560","1908","11/04/2020","$8,350,000","","0","94118","0","$8,900,000","10/26/2020","$1,560"
"Closed","Single Family Residence","3959 Washington St","$10,500,000","Arguello","5","5","0","5,925","$1,772","1913","10/30/2020","$10,500,000","","0","94118","0","$10,950,000","09/09/2020","$1,772"
"Closed","Single Family Residence","3569 Washington St","$5,500,000","Locust","4","5","0","3,590","$1,532","1939","10/23/2020","$5,500,000","","0","94118","0","$4,950,000","10/20/2020","$1,532"
"Closed","Single Family Residence","41 5th Ave","$4,405,000","Lake","6","3","1","3,080","$1,430","1904","09/18/2020","$4,405,000","","0","94118","0","$3,995,000","09/18/2020","$1,430"
"Closed","Single Family Residence","3471 Washington St","$7,100,000","Laurel Street","6","4","1","5,275","$1,345","1906","08/26/2020","$7,100,000","","0","94118","0","$7,395,000","08/12/2020","$1,345"
"Canceled","Single Family Residence","3800 Washington St","$20,800,000","Maple","9","7","1","18,788","$1,107","1904","","","","0","94118","0","$20,800,000","","$1,107"
"Closed","Single Family Residence","39 6th Ave","$4,999,000","Lake Street","5","3","1","3,546","$1,409","1900","08/21/2020","$4,999,000","","0","94118","0","$5,250,000","08/17/2020","$1,409"
"Expired","Single Family Residence","3199 Jackson","$32,000,000","Presidio Ave","9","15","0","24,000","$1,333","1905","","","","0","94115","0","$32,000,000","","$1,333"
"Closed","Single Family Residence","32 Presidio Ter","$7,250,000","Arguello","6","5","1","6,114","$1,185","1910","07/29/2020","$7,250,000","","0","94118","0","$9,995,000","07/08/2020","$1,185"
"Closed","Single Family Residence","123 Laurel St","$6,200,000","Jackson","5","4","1","3,418","$1,813","1923","07/10/2020","$6,200,000","","0","94118","0","$6,750,000","06/20/2020","$1,813"
"Canceled","Single Family Residence","3880 Sacramento St","$3,995,000","Cherry","4","3","0","2,956","$1,351","1900","","","","0","94118","0","$4,395,000","","$1,351"
"Expired","Single Family Residence","3800 Washington St","$21,800,000","Maple","9","7","1","18,788","$1,160","1904","","","","0","94118","0","$21,800,000","","$1,160"
"Closed","Single Family Residence","3555 Clay St","$5,700,000","Locust","5","4","1","4,390","$1,298","1904","07/17/2023","$5,700,000","","0","94118","0","$6,800,000","06/28/2023","$1,298"
"Closed","Single Family Residence","3305 Washington St","$3,700,000","Presidio","3","3","0","2,668","$1,386","1939","01/17/2020","$3,700,000","","0","94118","0","$3,700,000","01/17/2020","$1,386"
"Closed","Single Family Residence","63 7th Ave","$4,920,000","Lake Street","5","4","1","4,768","$1,031","1904","02/25/2020","$4,920,000","","0","94118","0","$5,150,000","02/11/2020","$1,031"
"Canceled","Single Family Residence","3800 Washington St","$23,800,000","Maple","9","7","1","18,788","$1,266","1904","","","","0","94118","0","$30,000,000","","$1,266"
"Closed","Single Family Residence","3530 Washington St","$8,300,000","Laurel","5","4","1","6,245","$1,329","1907","01/06/2020","$8,300,000","","0","94118","0","$8,800,000","01/06/2020","$1,329"
"Closed","Single Family Residence","3801 Jackson St","$5,700,000","Cherry","3","2","1","3,528","$1,615","1927","12/23/2019","$5,700,000","","0","94118","0","$5,995,000","11/07/2019","$1,615"
"Closed","Single Family Residence","3460 Clay St","$9,100,000","Laurel","6","4","1","5,230","$1,739","1900","11/04/2019","$9,100,000","","0","94118","0","$8,650,000","10/10/2019","$1,739"
"Closed","Single Family Residence","3933 Clay St","$6,700,000","Cherry St","5","4","1","5,110","$1,311","1906","11/06/2019","$6,700,000","","0","94118","0","$6,200,000","10/22/2019","$1,311"
"Canceled","Single Family Residence","3530 Washington St","$9,650,000","Laurel","5","4","1","6,245","$1,545","1907","","","","0","94118","0","$10,250,000","","$1,545"
"Canceled","Single Family Residence","115 Walnut St","$6,500,000","Jackson St","3","3","1","2,925","$2,222","1900","","","","0","94118","0","$6,500,000","","$2,222"
"Closed","Single Family Residence","3990 Washington St","$9,100,000","Arguello","6","6","1","10,000","$910","1909","09/13/2019","$9,100,000","","0","94118","0","$11,500,000","09/05/2019","$910"
"Canceled","Single Family Residence","115 Walnut St","$6,500,000","Jackson St","3","3","1","2,925","$2,222","1900","","","","0","94118","0","$6,500,000","","$2,222"
"Closed","Single Family Residence","3804 Clay St","$4,995,000","Maple St","6","3","1","3,825","$1,305","1901","06/12/2019","$4,995,000","","0","94118","0","$5,000,000","05/23/2019","$1,305"
"Closed","Single Family Residence","3731 Jackson St","$8,582,000","Maple","4","4","1","4,165","$2,060","1919","06/10/2019","$8,582,000","","0","94118","0","$8,750,000","06/01/2019","$2,060"
"Closed","Single Family Residence","3455 Washington St","$7,500,000","Laurel","6","5","0","5,386","$1,392","1960","05/03/2019","$7,500,000","","0","94118","0","$7,995,000","04/17/2019","$1,392"
"Closed","Single Family Residence","3953 Sacramento St","$3,200,000","Cherry","4","4","1","3,400","$941","1908","03/02/2011","$3,200,000","","0","94118","","$3,200,000","02/18/2011","$941"
"Closed","Single Family Residence","3364 Washington St","$9,500,000","Walnut St","5","4","1","4,445","$2,137","1940","06/04/2019","$9,500,000","","0","94118","0","$8,650,000","05/21/2019","$2,137"
"Closed","Single Family Residence","10 Presidio Ter","$9,900,000","Arguello","5","4","0","5,870","$1,686","1909","04/25/2019","$9,900,000","","0","94118","0","$9,900,000","04/25/2019","$1,686"
"Closed","Single Family Residence","3367 Washington St","$8,000,000","Walnut","5","4","1","5,817","$1,375","1902","04/09/2019","$8,000,000","","0","94118","0","$9,450,000","03/08/2019","$1,375"
"Closed","Single Family Residence","3645 Washington","$7,925,000","Locust","4","3","1","4,300","$1,843","0","01/08/2019","$7,925,000","","0","94118","0","$7,925,000","01/08/2019","$1,843"
"Closed","Single Family Residence","111 6th Ave","$2,795,000","Lake St","4","2","0","2,299","$1,215","1904","02/14/2019","$2,795,000","","0","94118","0","$2,795,000","01/29/2019","$1,215"
"Closed","Single Family Residence","3242 Washington St","$4,450,000","Lyon","6","4","1","5,170","$860","1893","02/15/2019","$4,450,000","","0","94115","0","$5,295,000","02/01/2019","$860"
"Closed","Single Family Residence","3765 Jackson St","$4,600,000","Maple","4","3","1","3,238","$1,420","1925","11/09/2018","$4,600,000","","0","94118","0","$5,500,000","10/26/2018","$1,420"
"Canceled","Single Family Residence","3905 Clay St","$6,495,000","Cherry","5","4","1","4,552","$1,426","1905","","","","0","94118","0","$6,495,000","","$1,426"
"Closed","Single Family Residence","37 5th Ave","$4,425,000","Lake","4","3","0","3,120","$1,418","1907","09/18/2018","$4,425,000","","0","94118","0","$3,995,000","09/14/2018","$1,418"
"Closed","Single Family Residence","3710 Clay St","$4,600,000","Spruce","3","2","1","3,250","$1,415","1900","10/15/2018","$4,600,000","","0","94118","0","$4,400,000","09/26/2018","$1,415"
"Closed","Single Family Residence","201 Locust St","$9,300,000","Washington","4","3","1","7,045","$1,320","1916","04/13/2017","$9,300,000","","0","94118","0","$11,500,000","03/11/2017","$1,320"
"Closed","Single Family Residence","109 7th Ave","$3,450,000","Lake","4","3","0","3,220","$1,071","1908","10/09/2018","$3,450,000","","0","94118","0","$3,395,000","10/03/2018","$1,071"
"Closed","Single Family Residence","15 Presidio Ter","$7,650,000","Pacific","7","4","1","4,376","$1,748","1906","08/06/2018","$7,650,000","","0","94118","0","$7,500,000","08/06/2018","$1,748"
"Closed","Single Family Residence","3323 Clay St","$9,350,000","Presidio Ave","6","6","1","6,505","$1,437","1906","07/26/2018","$9,350,000","","0","94118","0","$10,495,000","07/23/2018","$1,437"
"Closed","Single Family Residence","3358 Washington St","$6,500,000","Walnut","3","4","0","3,726","$1,744","1940","06/27/2018","$6,500,000","","0","94118","0","$6,350,000","06/20/2018","$1,744"
"Closed","Single Family Residence","3415 Pacific Ave","$7,350,000","Laurel","4","3","1","4,000","$1,837","0","05/16/2018","$7,350,000","","0","94118","","$5,799,000","05/01/2018","$1,837"
"Closed","Single Family Residence","425 Lake St","$4,095,000","5th Avenue","4","4","0","3,620","$1,131","1909","03/06/2018","$4,095,000","","0","94118","0","$4,095,000","02/22/2018","$1,131"
"Closed","Single Family Residence","3325 Jackson St","$5,493,000","Walnut","4","4","1","3,445","$1,594","1940","03/16/2018","$5,493,000","","0","94118","0","$4,795,000","02/16/2018","$1,594"
"Closed","Single Family Residence","3376 Clay St","$8,800,000","Walnut","5","4","1","5,410","$1,626","1904","04/23/2018","$8,800,000","","0","94118","0","$7,995,000","04/12/2018","$1,626"
